  ID,Schenk_Jackson_2002,Reference,location,Latitude,Longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Broadleaved_trees,Needleleaved_trees,Shrubs,Semi_shrubs,Grasses,Forbs,Succulents,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated
RC21e,YES,Odum 1970,"Maricao, Puerto Rico",18.15,-66.97,890,Total,number,-999,0.52,no,-999,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,717,2520,"tropical, seas",0.08,0.4,0.09,0.68
RC21f,YES,Odum 1970,"Cuevas Mountains, Trinidad",10.73,-61.37,500,Total,number,-999,0.39,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,788,2400,"tropical, seas",0.03,0.18,0.03,0.22
RC21g,YES,Odum 1970,"East Peak, Puerto Rico",18.27,-66.75,1034,Total,number,-999,0.62,no,fine,10,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,783,4000,"non-tropical,",0.05,0.37,0.05,0.53
RD01,YES,Bang-xing 1991,"Yunnan, China",21.73,100.67,650,Total,mass,1.14,1.5,no,-999,-999,1,0,0,0,0,0,0,drought-deciduous,N,N,DBL forest / tropica,4,1107,1561,"tropical, seas",0.16,0.85,0.16,1.09
RD02,YES,Castellanos et al. 1991,"Chamela, Mexico",19.5,-105.08,-999,Total,mass,2.79,0.8,no,medium,0,1,0,1,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1827,707,"tropical, seas",0.16,0.5,0.16,0.58
RD03a,YES,Lawson et al. 1970,"Kade, Ghana",6.15,-0.92,167,Total,mass,0.86,0.5,no,fine,0,1,0,1,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.01,0.35,0.02,0.68
RD03b,YES,Lawson et al. 1970,"Kade, Ghana",6.15,-0.92,167,Total,mass,2.14,0.5,no,fine,0,1,0,1,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.05,0.2,0.05,0.22
RD03c,YES,Lawson et al. 1970,"Kade, Ghana",6.15,-0.92,167,Total,mass,0.82,0.5,no,fine,0,1,0,1,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.12,0.44,0.2,0.86
RD04,YES,Murphy et al. 1995,SW Puerto Rico,17.97,-66.88,175,Total,mass,4.37,1,no,fine,0,1,0,1,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1533,860,"non-tropical,",0.08,0.54,0.08,0.72
RD06,YES,Cavelier 1992,Panama,9.12,-80.15,60,Total,mass,0.94,0.25,no,fine,0,1,0,1,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1146,2567,"tropical, seas",0.09,0.23,0.13,0.43
RD07,YES,Greenland & Kowal 1960,"Kade, Ghana",6.15,-0.92,167,Total,mass,2.5,1.52,no,fine,0,1,0,1,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.07,0.69,0.08,0.88
RD08a,YES,Mensah & Jenik 1968,"Esukawkaw, Ghana",6.33,-0.75,-999,Total,mass,1.71,0.5,no,coarse,0,1,0,0,0,0,0,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1231,"tropical, seas",0.09,0.31,0.1,0.37
RD08b,YES,Mensah & Jenik 1968,"Kade, Ghana",6.15,-0.92,167,Total,mass,0.9,0.5,no,coarse,0,1,0,0,0,0,0,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.1,0.43,0.16,0.84
RD09a,YES,Kellman & Roulet 1990,"Veracruz, Mexico",19.5,-96.5,<10,2,mass,0.96,2,no,coarse,0,1,0,0,0,0,0,0,drought-deciduous,N,N,DBL forest / tropica,4,1438,1300,"tropical, seas",0.51,1.64,0.56,2.2
RD09b,YES,Kellman & Roulet 1990,"Veracruz, Mexico",19.5,-96.5,-999,2,mass,0.66,1.4,no,coarse,0,1,0,0,0,0,0,0,drought-deciduous,N,N,DBL forest / tropica,4,1438,1300,"tropical, seas",0.16,1.08,0.2,1.93
RD10a,YES,Schroth et al. 1996,Cote D'Ivoire,6.28,-5.22,200,1,mass,0.13,0.6,no,fine,-999,1,0,0,0,0,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1497,1285,"tropical, seas",0.07,0.4,0.08,0.59
RD10b,YES,Schroth et al. 1996,Cote D'Ivoire,6.28,-5.22,200,1,mass,0.06,0.6,no,fine,-999,0,0,0,0,0,1,0,-999,Y,N,Pasture,10,1497,1285,"tropical, seas",0.07,0.3,0.07,0.34
RG41,YES,Jama et al. 1998,W Kenya,0.1,34.57,1430,Total,length,-999,3.95,no,fine,0,1,0,0,0,0,0,0,evergreen,N,N,Savanna,7,1339,1800,"non-tropical,",0.35,2.77,0.35,2.77
RD12,YES,Srivastava et al. 1986,"Uttar-Pradesh, India",24.87,83.05,-999,8,mass,0.54,0.4,no,medium,-999,1,0,0,0,1,1,0,drought-deciduous,N,N,DBL forest / tropica,4,1306,992,"tropical, seas",0.18,0.37,0.23,0.65
RD13,NO,Dhyani et al. 1990,"Uttar Pradesh, India",30.34,78.03,-999,2,mass,0.04,1.2,no,fine,-999,1,0,0,0,0,0,0,evergreen,Y,N,EBL plantation / tro,2,1222,1700,"tropical, seas",0.44,1.08,0.58,1.98
RE01a,YES,Berish 1982,Costa Rica,9.88,-83.67,650 m,Total,mass,0.22,0.85,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,2700,"non-tropical,",0.13,0.59,0.14,0.85
RE01b,YES,Berish 1982,Costa Rica,9.88,-83.67,60 m,Total,mass,1.29,0.85,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,2700,"non-tropical,",0.11,0.55,0.12,0.76
RE01c,YES,Berish 1982,Costa Rica,9.88,-83.67,1200 m,Total,mass,1.56,0.85,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,2700,"non-tropical,",0.14,0.66,0.16,1.11
RE02a,YES,Gower 1987,"La Selva, Costa Rica",10.43,-83.98,650 m,Total,mass,0.36,0.5,no,fine,-999,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,3800,"non-tropical,",0.09,0.4,0.11,0.69
RE02b,YES,Gower 1987,"La Selva, Costa Rica",10.43,-83.98,119 m,Total,mass,0.66,0.5,no,fine,-999,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,3800,"non-tropical,",0.1,0.39,0.11,0.64
RE03a,YES,Huttel 1975,"Abidjan, Ivory Coast",5.4,-4.05,-999,Total,mass,0.22,2.5,no,coarse,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1265,2100,"tropical, seas",0.24,1.41,0.24,1.54
RE03b,YES,Huttel 1975,"Abidjan, Ivory Coast",5.4,-4.05,-999,Total,mass,0.23,2.5,no,coarse,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1265,2100,"tropical, seas",0.11,0.67,0.11,0.69
RE03c,YES,Huttel 1975,"Abidjan, Ivory Coast",5.8,-4.13,-999,Total,mass,0.22,1.3,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1293,1800,"tropical, seas",0.12,0.57,0.12,0.64
RE04a,YES,Klinge 1973,"Central Amazonia, Brazil",-2.77,-59.82,-999,Total,mass,3.97,1.3,no,medium,6,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tropica,2,1089,2070,"tropical, seas",0.22,1.03,0.27,1.77
RE04b,YES,Klinge 1973,"Central Amazonia, Brazil",-2.77,-59.82,-999,Total,mass,2.81,0.89,no,coarse,11.5,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tropica,2,1089,2070,"tropical, seas",0.09,0.13,0.09,0.13
RE04c,YES,Klinge 1975,"Central Amazonia, Brazil",-2.77,-59.82,-999,Total,mass,3.1,0.9,no,coarse,12,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tropica,2,1089,2070,"tropical, seas",0.16,0.3,0.16,0.3
RE04d,YES,Klinge 1975,"Central Amazonia, Brazil",-2.77,-59.82,-999,Total,mass,2.81,0.89,no,coarse,10.5,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tropica,2,1089,2070,"tropical, seas",0.07,0.17,0.07,0.17
RE06,YES,Nepstad et al. 1994,"Para, Brazil",-2.98,-47.52,-999,1,mass,0.47,6.72,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,1750,"tropical, seas",0.5,4.68,0.5,4.68
RE08,YES,Thompson et al. 1992,"Roraima, Brazil",3.33,-61.33,-999,50,mass,4.24,1,no,medium,0,1,0,0,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1257,2300,"tropical, seas",0.33,0.87,0.39,1.48
RE09,YES,Cavelier 1992,Panama,8.72,-82.23,-999,50,mass,0.91,0.25,no,medium,5,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1169,3900,"tropical, seas",0.08,0.21,0.09,0.34
RE10a,YES,Berish & Ewel 1988,Costa Rica,9.9,-83.67,-999,5,surface,-999,0.85,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,2700,"non-tropical,",0.1,0.66,0.13,1.19
RE10b,YES,Berish & Ewel 1988,Costa Rica,9.9,-83.67,-999,5,surface,-999,0.85,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,2700,"non-tropical,",0.06,0.66,0.09,1.23
RE10c,YES,Berish & Ewel 1988,Costa Rica,9.9,-83.67,-999,5,surface,-999,0.85,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,2700,"non-tropical,",0.12,0.68,0.16,1.23
RE10d,YES,Berish & Ewel 1988,Costa Rica,9.9,-83.67,-999,5,surface,-999,0.85,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,2700,"non-tropical,",0.07,0.67,0.11,1.3
RE11,YES,Greenland & Kowal 1960,"Yangambi, Dem. Rep. Congo",0.75,24.43,-999,Total,mass,2.26,1.52,no,fine,0,1,0,0,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1238,1758,"non-tropical,",0.16,0.87,0.17,1.11
RE12a,YES,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,6.09,0.76,no,medium,25.8,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.26,0.35,0.26,0.35
RE12b,YES,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,10.71,0.7,no,coarse,19.6,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.19,0.3,0.19,0.3
RE12c,YES,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,6.02,0.75,no,coarse,24.6,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.26,0.39,0.26,0.39
RE12d,YES,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,8.87,0.68,no,coarse,17.5,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.16,0.36,0.16,0.37
RE12e,YES,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,5.48,0.65,no,coarse,14.5,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.21,0.45,0.21,0.5
RE16,YES,Cerri & Volkoff 1987,"Manaus, Brazil",-2.58,-60.03,-999,Total,mass,1.75,5,no,fine,2,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1075,2100,"non-tropical,",0.11,2.06,0.11,2.06
RE17,YES,Sternberg et al. 1998,"Para, Brazil",-2.98,-47.52,-999,Total,mass,0.45,4.05,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,1750,"tropical, seas",0.38,2.96,0.38,2.96
RE18a,YES,Davies & Becker 1996,"Brunei Darussalam, Borneo",4.62,114.75,16-Nov,Total,mass,2.05,1,no,coarse,12,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1534,3000,"non-tropical,",0.06,0.17,0.06,0.17
RE18b,YES,Davies & Becker 1996,"Brunei Darussalam, Borneo",4.65,114.52,37-59,Total,mass,1.93,1,no,coarse,7.5,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1534,3000,"non-tropical,",0.11,0.62,0.12,0.86
RE19a,YES,Odum 1970,"Barro Colorado Island, Panama",9.15,-79.85,60,Total,number,-999,0.74,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1121,2564,"tropical, seas",0.11,0.57,0.13,0.97
RE19b,YES,Odum 1970,"Fort Clayton, Panama",9,-79.58,60,Total,number,-999,0.5,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1146,1830,"tropical, seas",0.07,0.32,0.07,0.42
RE19c,YES,Odum 1970,"Boca Lara, Darien, Panama",8.65,-78.13,20,Total,number,-999,0.64,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1159,2160,"tropical, seas",0.13,0.54,0.19,1.03
RE19d,YES,Odum 1970,"Boca Lara, Darien, Panama",8.65,-78.13,60,Total,number,-999,0.63,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1159,2160,"tropical, seas",0.12,0.51,0.14,0.87
RE19e,YES,Odum 1970,"San Lorenzo, Panama",8.32,-82.07,30,Total,number,-999,0.47,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1238,2500,"tropical, seas",0.09,0.38,0.11,0.68
RE19f,YES,Odum 1970,"Cerro Jefe, Panama",9.2,-79.38,600,Total,number,-999,0.68,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1121,4000,"tropical, seas",0.09,0.55,0.13,1.04
RE19g,YES,Odum 1970,"Belem, Brazil",-1.43,-48.48,8,Total,number,-999,0.43,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1304,2830,"tropical, seas",0.1,0.36,0.13,0.66
RE19h,YES,Odum 1970,"Manaus, Brazil",-2.58,-60.03,50,Total,number,-999,0.5,no,coarse,5,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1075,2100,"non-tropical,",0.05,0.39,0.07,0.72
RE19i,YES,Odum 1970,"Manaus, Brazil",-2.58,-60.03,50,Total,number,-999,0.56,no,coarse,7,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1075,2100,"non-tropical,",0.08,0.45,0.11,0.83
RE19j,YES,Odum 1970,"Cupcake Hills, Puerto Rico",-999,-999,90,Total,number,-999,0.49,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,-999,-999,-999,0.11,0.4,0.13,0.68
RE19k,YES,Odum 1970,"El Verde, Puerto Rico",18.35,-65.82,150,Total,number,-999,1.69,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,3000,"non-tropical,",0.14,1.25,0.17,2.03
RE19l,YES,Odum 1970,"El Verde, Puerto Rico",18.35,-65.82,250,Total,number,-999,1.24,yes,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,3000,"non-tropical,",0.11,0.72,0.11,0.98
RE19m,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.72,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.09,0.54,0.11,0.89
RE19n,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.92,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.11,0.62,0.12,0.93
RE19o,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.99,no,fine,3,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.16,0.73,0.18,1.14
RE19p,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.84,no,fine,17,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.09,0.44,0.09,0.53
RE19q,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.86,no,fine,37,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.18,0.67,0.2,1.03
RE19r,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.52,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.08,0.31,0.09,0.38
RE19s,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.78,yes,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.07,0.44,0.08,0.57
RE19t,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.78,yes,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.07,0.53,0.08,0.85
RE19u,YES,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.49,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.08,0.34,0.08,0.48
RE19v,YES,Odum 1970,"Sarapiqui, Costa Rica",10.47,-84.02,16,Total,number,-999,0.62,yes,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1426,3800,"non-tropical,",0.11,0.47,0.12,0.76
RE19w,YES,Odum 1970,"Sarapiqui, Costa Rica",10.47,-84.02,16,Total,number,-999,0.73,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1426,3800,"non-tropical,",0.17,0.63,0.24,1.19
RE19x,YES,Odum 1970,"Morne Bleu, Trinidad",10.72,-61.3,450,Total,number,-999,0.5,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1576,2400,"tropical, seas",0.03,0.28,0.03,0.42
RE19y,YES,Odum 1970,"Pagayer Hills, Dominica",15.43,-61.33,500,Total,number,-999,0.59,no,fine,5,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1654,6350,"non-tropical,",0.07,0.49,0.11,0.94
RE19z,YES,Odum 1970,"Palmquist Ridge, Dominica",15.52,-61.35,240,Total,number,-999,0.46,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1654,3800,"non-tropical,",0.04,0.34,0.05,0.61
RE19z,YES,Odum 1970,"Dleau Gommier, Dominica",15.42,-61.35,450,Total,number,-999,0.72,no,fine,27,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1654,6350,"non-tropical,",0.13,0.54,0.14,0.82
RE19z,YES,Odum 1970,"Dleau Gommier, Dominica",15.42,-61.35,-999,Total,number,-999,0.59,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1654,6350,"non-tropical,",0.14,0.45,0.15,0.67
RE22a,YES,Raich 1983,"La Selva, Costa Rica",10.43,-83.83,40-110,5,mass,0.91,0.51,no,fine,1,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,3800,"non-tropical,",0.19,0.46,0.25,0.82
RE22b,YES,Raich 1983,"La Selva, Costa Rica",10.43,-83.83,40-110,5,mass,0.51,0.51,no,fine,1,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tropica,2,1313,3800,"non-tropical,",0.11,0.41,0.12,0.66
RE23a,NO,Sommer et al. 2000,"Para, Brazil",-1.18,-47.57,-999,Total,mass,2.02,6,no,medium,-999,1,0,1,0,1,1,0,evergreen,N,N,EBL forest / tropica,2,1303,2469,"tropical, seas",1.22,5.29,1.22,5.29
RE23b,NO,Sommer et al. 2000,"Para, Brazil",-1.08,-47.33,-999,Total,mass,3.72,6,no,medium,-999,1,0,1,0,1,1,0,evergreen,Y,N,EBL forest / tropica,2,1303,2469,"tropical, seas",0.36,3.76,0.36,3.76
RE24a,NO,Pavlis & Jeník 2000,Colombia,-0.62,-72.45,-999,Total,mass,0.45,0.5,yes,medium,0.5,0,0,0,0,1,0,0,-999,Y,N,Pasture,10,850,3059,"non-tropical,",0.04,0.26,0.04,0.32
RE24b,NO,Pavlis & Jeník 2000,Colombia,-0.62,-72.45,-999,Total,mass,1.47,0.5,no,medium,0.5,1,0,1,0,1,1,0,evergreen,Y,N,EBL forest / tropica,2,850,3059,"non-tropical,",0.07,0.32,0.07,0.43
RE24c,NO,Pavlis & Jeník 2000,Colombia,-0.62,-72.45,-999,Total,mass,3.92,0.5,no,medium,0.5,1,0,1,0,1,1,0,evergreen,N,N,EBL forest / tropica,2,850,3059,"non-tropical,",0.16,0.45,0.24,0.85
RF13,NO,Frangi & Lugo 1985,Puerto Rico,18.38,-65.92,750,Total,mass,6.69,1,no,-999,0,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1566,3725,"non-tropical,",0.12,0.79,0.15,1.43
RF15a,NO,Alvarez-Lopez 1990,"Luquillo, Puerto Rico",18.38,-65.92,-999,Total,mass,9.62,0.5,no,fine,5,1,0,0,0,0,0,0,evergreen,N,Y,EBL forest / tropica,2,1566,4169,"non-tropical,",0.17,0.45,0.23,0.81
RF15b,NO,Alvarez-Lopez 1990,"Mayagüez, Puerto Rico",18.2,-67.13,-999,Total,mass,12.28,0.5,no,fine,7,1,0,0,0,0,0,0,evergreen,N,Y,EBL forest / tropica,2,1533,2021,"tropical, seas",0.15,0.43,0.18,0.74
RF15c,NO,Alvarez-Lopez 1990,"Patillas, Puerto Rico",17.98,-66,-999,Total,mass,4.32,0.5,no,organic,17,1,0,0,0,0,0,0,evergreen,N,Y,EBL forest / tropica,2,1533,730,"non-tropical,",0.19,0.46,0.3,0.89
RF15d,NO,Alvarez-Lopez 1990,"Dorado, Puerto Rico",18.47,-66.4,-999,Total,mass,2.58,0.5,no,coarse,7,1,0,0,0,0,0,0,evergreen,N,Y,EBL forest / tropica,2,1566,1688,"non-tropical,",0.04,0.29,0.04,0.42
RF20a,NO,Odum 1970,"Darien, Panama",8.45,-78.17,7,Total,number,-999,0.53,no,fine,0,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1159,2160,"tropical, seas",0.27,0.5,0.43,0.97
RF20b,NO,Odum 1970,"Belem, Brazil",-1.43,-48.48,7,Total,number,-999,0.28,no,fine,0,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1304,2830,"tropical, seas",0.08,0.25,0.12,0.48
RF20c,NO,Odum 1970,"Rio Negro, Manaus, Brazil",-2.58,-60.03,44,Total,number,-999,0.46,no,fine,0,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1075,2100,"non-tropical,",0.1,0.4,0.17,0.79
RF20d,NO,Odum 1970,"Georgetown, Guyana",6.78,-58.15,30,Total,number,-999,0.39,no,fine,0,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1135,2400,"non-tropical,",0.01,0.28,0.02,0.54
RF20e,NO,Odum 1970,"Cuevas Bay, Trinidad",10.77,-61.37,6,Total,number,-999,0.52,no,fine,15,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1576,2100,"tropical, seas",0.13,0.46,0.21,0.89
RF20f,NO,Odum 1970,Trinidad,10.6,-61.05,15,Total,number,-999,0.33,no,fine,4,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1576,2000,"tropical, seas",0.02,0.13,0.02,0.14
RF20g,NO,Odum 1970,Trinidad,10.6,-61.05,15,Total,number,-999,0.33,no,fine,4,1,0,1,0,0,1,0,evergreen,N,Y,EBL forest / tropica,2,1576,2000,"tropical, seas",0,0.18,0,0.34
RG01a,YES,Fiala & Herrera 1988,Cuba,22.25,-80.68,25,Total,mass,0.48,0.4,no,coarse,0,0,0,1,0,1,0,0,-999,N,N,Savanna,7,1481,1250,"tropical, seas",0.07,0.31,0.08,0.5
RG01b,YES,Fiala & Herrera 1988,Cuba,21.63,-82.98,2,Total,mass,0.59,0.5,no,coarse,0,0,0,1,0,1,0,0,-999,N,N,Savanna,7,1489,1480,"tropical, seas",0.07,0.34,0.07,0.5
RG01c,YES,Fiala & Herrera 1988,Cuba,22.88,-82.88,150,Total,mass,0.79,0.4,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1489,2013,"tropical, seas",0.05,0.32,0.07,0.57
RG02a,YES,Knoop & Walker 1985,"N Province, South Africa",-24.65,28.75,1100,Total,number,-999,1.2,no,coarse,0,1,0,1,0,1,0,0,drought-deciduous,N,N,Savanna,7,1256,630,"tropical, seas",0.28,0.92,0.3,1.31
RG02b,YES,Knoop & Walker 1985,"N Province, South Africa",-24.65,28.75,1100,Total,number,-999,1,no,coarse,0,1,0,0,0,1,0,0,drought-deciduous,N,N,Savanna,7,1256,630,"tropical, seas",0.38,0.91,0.54,1.71
RG03,YES,Lawson et al. 1968,"Mole Game Reserve, Ghana",9.38,-1.98,165,Total,mass,2.81,0.7,no,medium,0,1,0,0,1,1,1,0,drought-deciduous,N,N,Savanna,7,1653,1070,"tropical, seas",0.16,0.49,0.17,0.62
RG04a,YES,Le Roux et al. 1995,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,2,mass,0.9,1.8,yes,coarse,0,0,0,1,0,1,0,0,-999,N,N,Savanna,7,1265,1210,"tropical, seas",0.17,0.9,0.17,1.04
RG04b,YES,Le Roux et al. 1995,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,2,mass,0.62,1.8,no,coarse,0,0,0,1,0,1,0,0,-999,N,N,Savanna,7,1265,1210,"tropical, seas",0.21,1.14,0.22,1.48
RG05a,YES,Okali et al. 1973,"Accra Plains, Ghana",5.7,-0.12,30,Total,mass,2.33,1.2,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1358,750,"tropical, seas",0.32,0.95,0.34,1.38
RG05b,YES,Okali et al. 1973,"Accra Plains, Ghana",5.7,-0.12,30,Total,mass,5.34,1.2,no,medium,0,0,0,1,0,1,0,0,evergreen,N,N,Savanna,7,1358,750,"tropical, seas",0.14,0.89,0.17,1.48
RG05c,YES,Okali et al. 1973,"Accra Plains, Ghana",5.7,-0.12,30,Total,mass,8.29,1.2,no,medium,0,1,0,1,0,0,0,0,evergreen,N,N,Savanna,7,1358,750,"tropical, seas",0.15,0.73,0.15,0.95
RG06a,YES,Pandey & Singh 1992,"Uttar-Pradesh, India",24.18,83.02,~400,Total,mass,0.49,0.5,no,medium,0,1,0,1,0,1,0,0,drought-deciduous,Y,N,Savanna,7,1711,1145,"tropical, seas",0.07,0.41,0.1,0.79
RG06b,YES,Pandey & Singh 1992,"Uttar-Pradesh, India",24.18,83.02,~400,Total,mass,0.98,0.5,no,medium,0,1,0,1,0,1,0,0,drought-deciduous,Y,N,Savanna,7,1711,1145,"tropical, seas",0.09,0.42,0.12,0.76
